CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
2233	1	16	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11450	1	16	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2972	2	15	9	2	5	5	2	5	1	4	5	5	1	5	1	1	1	1	1	1	1	1	1	1	2	1
3132	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3368	2	16	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3408	2	15	9	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10205	2	15	9	7	5	5	1	5	3	1	5	5	3	5	3	1	1	1	1	1	1	1	1	1	1	1
249	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
543	1	17	9	2	3	4	1	5	2	3	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1
3869	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5274	1	14	9	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10519	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
616	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1
5751	2	15	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6166	2	15	9	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2822	2	15	9	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1194	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3538	1	16	9	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	1	2	1	2	2	1
2325	2	15	9	1	5	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
5500	2	15	9	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
176	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4722	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7435	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9368	1	17	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9581	1	16	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
698	2	14	9	2	2	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1009	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11663	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
343	1	15	9	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12409	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
825	2	15	9	6	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1735	2	14	9	2	1	1	1	4	1	1	2	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1
1875	2	14	9	3	2	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2181	2	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5939	2	14	9	NA	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11934	2	14	9	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
9219	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4852	1	15	9	2	3	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6952	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7018	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7429	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8552	1	14	9	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
9646	1	15	9	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9781	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12593	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
380	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1072	2	14	9	2	2	1	1	2	3	1	3	3	1	3	1	1	2	1	1	1	1	1	1	1	1	1
1193	2	14	9	2	4	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2978	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3607	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4225	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6864	2	15	9	7	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
9048	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11967	2	14	9	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11531	1	15	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4770	1	15	9	1	4	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8549	1	15	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4082	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	5	1	1	1	1
11436	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2196	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5095	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4616	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9746	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
7323	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
9140	1	16	9	2	1	2	1	5	1	1	3	2	1	1	2	1	2	1	5	1	1	3	2	1	1	2
1617	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2719	2	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2858	2	15	9	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
3553	2	16	9	1	5	5	2	5	4	3	5	4	4	5	5	1	1	1	1	1	1	1	1	1	1	1
6559	2	14	9	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
8872	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5342	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	4	4	4	3	1	1	1	1	1	1	1
937	2	14	9	6	4	5	5	3	5	5	4	5	5	5	5	3	4	4	5	5	5	5	5	5	5	5
5410	1	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5641	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7617	2	16	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11980	2	14	9	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1
12433	2	15	9	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2022	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5091	1	16	9	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
2700	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11683	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1
9472	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5051	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6987	2	16	9	7	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1
3572	1	14	9	7	3	1	2	1	4	1	3	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1
12438	1	15	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5059	1	15	9	6	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3046	2	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3797	2	14	9	3	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9037	2	14	9	7	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
459	1	15	9	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2043	1	16	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3359	1	15	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2330	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3195	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6934	1	15	9	7	1	1	1	5	5	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1
6511	1	15	9	NA	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2328	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11311	1	15	9	7	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1295	1	13	9	1	2	3	1	1	3	1	3	1	1	1	1	3	1	1	3	2	3	4	1	1	1	1
3501	1	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4573	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5706	1	14	9	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11325	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1772	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6778	2	14	9	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8197	2	15	9	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10511	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11229	2	15	9	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11589	2	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12575	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2471	2	16	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6606	1	15	9	7	1	1	1	3	1	1	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	1
12561	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3246	2	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6577	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
5215	2	15	9	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	5	1	5	1	1	1	1
10922	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7648	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9035	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1570	1	15	9	2	5	3	2	4	2	2	2	1	1	2	1	3	1	1	1	1	1	1	1	1	2	2
6289	2	16	9	NA	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
6736	1	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9053	1	15	9	4	2	4	3	2	1	4	2	1	2	1	1	2	1	2	1	1	3	1	1	1	1	1
9700	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11682	1	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11686	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8473	2	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11796	2	14	9	7	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7684	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7005	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6420	1	14	9	NA	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7503	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8681	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8843	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10668	1	15	9	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1
2737	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
7013	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
586	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4069	1	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8045	1	14	9	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5542	2	15	9	NA	5	4	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10920	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12076	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
510	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1109	1	14	9	7	1	1	3	4	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1
6337	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4872	1	14	9	2	3	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6103	1	15	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6346	1	15	9	6	2	2	2	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10774	1	14	9	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3402	2	16	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8294	2	14	9	2	1	1	2	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2
10771	2	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
654	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
506	1	15	9	2	2	1	1	3	1	1	1	1	3	1	3	2	2	1	1	1	1	1	1	1	1	1
2364	1	15	9	2	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
11833	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12344	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
652	2	14	9	2	5	1	2	1	1	1	3	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1
1052	2	14	9	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
4578	2	14	9	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
5885	2	14	9	2	3	1	1	4	1	1	4	1	3	1	3	2	1	1	1	1	1	1	1	1	1	2
6025	2	14	9	6	1	5	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6746	2	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8216	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11239	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2437	1	13	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6735	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7984	2	14	9	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10549	2	14	9	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2
1094	1	14	9	6	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2988	1	14	9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
4109	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
289	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	3	2	1	2	3
1116	1	14	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3793	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5009	1	15	9	7	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1
5560	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8248	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11965	1	14	9	7	2	3	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1
7436	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11313	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
5346	1	15	9	2	3	3	2	4	2	1	3	1	1	2	2	1	2	1	1	2	3	1	1	1	1	1
7136	1	14	9	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1231	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2238	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3158	1	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5270	1	14	9	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
5983	1	14	9	2	2	2	3	4	3	3	4	3	3	4	3	2	2	1	1	1	1	1	1	1	1	1
9629	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3117	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10109	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12330	2	14	9	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1488	1	14	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11899	1	14	9	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5399	2	15	9	2	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12013	2	15	9	2	3	5	1	4	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
12493	2	14	9	2	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
441	1	15	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11665	1	16	9	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12008	1	15	9	4	1	1	1	3	1	1	1	1	1	1	1	2	2	5	1	1	1	1	1	1	1	1
10684	2	15	9	7	2	2	1	2	2	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1
2694	2	15	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12361	1	16	9	4	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	2	1	1	1	1
11372	2	14	9	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
160	1	16	9	4	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
779	1	14	9	4	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
2026	1	14	9	4	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1750	2	14	9	6	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1
3640	2	15	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5557	2	15	9	4	1	2	1	2	1	3	5	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1
6687	2	15	9	6	2	2	2	3	2	1	2	2	2	2	2	1	1	1	1	5	1	1	1	1	1	1
7978	2	14	9	6	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
8274	2	14	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11894	2	14	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12056	2	16	9	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4297	1	14	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2365	2	14	9	7	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2
11828	2	16	9	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1140	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3356	1	14	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4752	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5567	1	15	9	7	4	1	1	5	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10641	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8561	2	14	9	7	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
9784	2	14	9	7	5	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9511	2	14	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10892	2	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11730	2	14	9	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1782	1	14	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2323	1	14	9	2	2	1	2	1	1	1	2	1	1	1	1	5	1	3	1	1	1	5	1	1	1	1
7842	1	14	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10193	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10273	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10558	1	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
512	2	14	9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4793	2	13	9	3	1	2	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
5791	2	14	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6194	2	14	9	6	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7070	2	14	9	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7557	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4391	1	16	9	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1
8620	1	14	9	7	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	3	3	3	3	2	3
2872	1	14	9	7	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
741	2	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
993	2	14	9	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8851	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1785	2	14	9	7	2	1	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1955	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5143	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
