CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
5128	2	14	8	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8290	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8777	2	13	8	7	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12195	2	13	8	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7485	2	13	8	7	5	2	3	5	3	5	2	4	5	1	5	5	1	4	2	3	5	2	1	5	3	2
12429	2	15	8	7	2	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7509	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6152	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
622	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3771	2	13	8	7	1	2	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1
12102	1	14	8	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1276	2	13	8	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
3954	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3
9020	1	14	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
923	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8111	2	13	8	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
7052	1	13	8	7	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1
8160	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5324	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
7053	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4444	1	13	8	2	4	5	1	3	2	5	3	2	4	2	3	5	4	3	3	5	4	4	2	4	2	5
8871	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1539	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1675	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2578	2	13	8	2	4	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10079	2	13	8	2	2	1	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
10830	2	14	8	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7282	1	13	8	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9488	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	4	3	4	5	5	5	5	4	4	3	4
6879	2	13	8	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1
935	2	13	8	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1
11139	2	13	8	7	2	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1850	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
3882	1	14	8	2	5	5	2	5	1	1	4	1	1	1	1	2	2	2	4	1	1	1	1	1	1	1
4913	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7044	1	13	8	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
11959	1	13	8	1	5	4	1	2	1	1	4	1	1	2	1	5	1	1	1	1	1	1	1	1	1	1
588	2	13	8	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
694	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1574	2	14	8	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5941	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9416	2	13	8	7	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10157	1	14	8	1	2	2	1	4	2	1	4	1	1	1	2	5	5	4	5	1	1	1	1	1	1	1
11814	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11099	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9662	1	14	8	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8281	2	13	8	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1
8635	2	13	8	6	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
200	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7412	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8686	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7658	1	14	8	2	5	3	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2599	2	14	8	2	2	3	1	3	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	2	2
8755	2	14	8	6	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1
6027	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7477	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7903	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10054	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1453	2	14	8	2	2	3	1	3	1	1	1	1	2	1	2	3	2	1	2	1	1	1	1	2	1	1
1596	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6507	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8155	2	13	8	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1
9668	2	14	8	2	5	5	5	5	5	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1
248	2	13	8	7	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11674	2	14	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3146	1	14	8	7	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3887	1	13	8	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5289	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7021	1	14	8	7	3	2	1	2	1	3	3	2	2	3	1	2	2	2	1	1	2	1	2	1	2	1
9984	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6562	2	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7713	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
7939	2	14	8	7	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9296	2	13	8	7	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10838	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12165	2	13	8	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
3578	2	13	8	7	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4218	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5642	1	14	8	7	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1
10817	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9398	2	13	8	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3102	1	13	8	7	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8158	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
12470	1	13	8	7	2	1	1	1	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12604	1	13	8	2	5	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
313	2	15	8	7	2	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
503	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4423	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7942	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9465	2	13	8	1	1	1	1	4	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
2646	2	13	8	6	4	4	4	4	4	4	4	4	1	1	1	2	1	3	1	1	1	2	1	1	1	1
6530	1	14	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8238	1	13	8	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10299	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10617	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
3766	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8028	2	14	8	7	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10062	2	13	8	7	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70	1	13	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6436	1	13	8	7	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
9063	2	14	8	7	1	4	1	4	1	1	4	1	1	1	1	5	4	1	5	1	1	5	1	1	1	1
10111	2	12	8	2	3	3	5	2	4	2	4	2	4	2	5	2	3	3	2	4	2	3	3	2	3	2
2401	1	15	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3886	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3981	1	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4975	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6302	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2107	2	14	8	7	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1
4464	2	13	8	7	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4864	2	14	8	2	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5462	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
5770	2	13	8	7	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4176	1	13	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1
9655	2	13	8	6	1	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
81	1	13	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
929	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1853	1	13	8	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1
7229	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3033	2	13	8	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
10210	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10662	2	13	8	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11113	2	13	8	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12442	2	14	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1708	2	13	8	2	2	1	1	2	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	1	1	1
2405	2	13	8	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12225	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1748	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6587	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10807	1	13	8	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10871	1	14	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
164	2	14	8	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
690	2	13	8	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2580	2	13	8	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6078	2	13	8	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9372	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3677	1	15	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2685	1	14	8	2	1	2	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
9225	1	14	8	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3852	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11615	2	14	8	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5875	2	14	8	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
7211	2	13	8	2	1	2	3	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
10697	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
827	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1370	1	13	8	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1763	1	14	8	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2522	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3956	1	13	8	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
5802	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1
9185	1	13	8	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
11366	1	13	8	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2061	2	14	8	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
7245	2	14	8	2	2	3	1	3	1	1	4	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
11476	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1815	1	13	8	2	5	4	2	3	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11640	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3773	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3801	2	14	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9585	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3393	2	13	8	2	5	4	5	4	5	4	5	4	5	4	5	5	5	4	5	5	5	4	5	4	5	4
11080	2	14	8	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
8261	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11525	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
4680	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8320	2	14	8	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2
5890	1	14	8	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2
12496	1	13	8	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7342	1	13	8	2	3	5	3	2	1	2	3	2	4	2	3	1	1	1	1	1	1	1	1	1	1	1
8367	1	14	8	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8540	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11133	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2269	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4999	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6887	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
820	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11605	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
3800	1	13	8	2	3	3	1	3	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1
5204	1	13	8	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1
7192	1	14	8	2	5	2	5	5	1	1	5	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1
12091	1	13	8	2	2	2	1	2	1	1	1	1	1	1	1	4	1	1	1	2	2	1	1	1	1	1
974	2	14	8	NA	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	3	2	1	1	1
996	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5449	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7865	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7934	2	13	8	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1
10520	2	14	8	NA	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7449	2	13	8	6	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
2820	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3153	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5456	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7587	1	13	8	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12628	1	13	8	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1344	2	14	8	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
4173	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8040	2	13	8	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3090	1	13	8	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11320	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12223	1	13	8	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4782	2	13	8	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4562	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5985	2	14	8	2	2	2	2	2	1	1	1	1	1	1	1	3	2	1	1	1	1	4	1	1	2	2
11356	1	14	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5096	2	13	8	7	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7106	2	13	8	6	5	5	1	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12566	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1728	1	14	8	1	1	1	5	4	2	1	3	5	3	3	4	1	1	3	3	1	1	1	1	3	4	1
2157	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5137	1	13	8	7	5	1	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10130	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1965	1	13	8	2	2	2	1	2	1	1	1	1	1	1	1	1	5	5	3	1	1	1	1	1	1	1
3297	1	13	8	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
4051	1	13	8	2	3	1	1	3	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
4806	1	13	8	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
5780	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7655	1	13	8	7	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8243	1	13	8	7	5	4	1	4	5	4	4	2	1	5	1	1	1	2	1	1	1	1	1	1	1	1
1154	2	13	8	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4062	1	15	8	1	1	2	1	5	1	1	5	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1
6863	2	13	8	2	1	1	1	1	1	1	2	1	1	1	1	5	1	5	1	3	3	5	5	5	5	5
18	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
2889	2	13	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4318	2	13	8	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4711	2	14	8	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5242	2	14	8	6	2	3	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2618	1	16	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
4268	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5647	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
6918	1	14	8	1	5	5	5	5	3	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7468	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
10102	2	13	8	7	3	2	2	2	2	2	4	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2
12633	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3485	1	13	8	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3967	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3	1	1	1	1
3700	2	13	8	6	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2
1350	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
5582	1	13	8	6	3	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6076	1	13	8	6	2	1	1	2	4	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
8330	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1
8150	2	14	8	2	2	3	2	4	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9948	2	13	8	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
295	1	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1363	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2661	1	14	8	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6681	2	13	8	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
7138	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
791	2	14	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5497	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1776	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2778	1	14	8	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6898	1	13	8	1	5	1	1	2	1	1	1	1	1	1	1	4	1	1	1	4	1	1	1	1	1	1
7919	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12168	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
